weight,quality,color,clarity,depth,width_rel,price,x,y,z
1.51,Premium,H,VS2,60.7,58.0,10685,7.45,7.4,4.51
0.3,Premium,F,VS2,60.7,58.0,776,4.35,4.32,2.63
0.32,Ideal,E,VVS2,61.5,56.0,1010,4.41,4.44,2.72
0.32,Premium,G,SI2,61.6,59.0,421,4.35,4.38,2.69
0.93,Very Good,J,VS2,62.8,56.0,3576,6.14,6.22,3.88
0.7,Ideal,H,SI1,61.8,53.0,2499,5.71,5.74,3.54
0.7,Ideal,E,VS2,61.4,57.0,2274,5.72,5.78,3.53
0.42,Ideal,H,VVS2,61.9,55.0,1102,4.83,4.86,3.0
1.08,Good,D,SI1,63.8,59.0,5821,6.39,6.47,4.1
0.24,Good,E,VS2,63.0,59.0,378,3.96,4.01,2.51
1.1,Very Good,H,VVS2,59.7,57.8,6497,6.7,6.76,4.01
1.01,Good,D,SI2,64.0,59.0,4004,6.34,6.28,4.04
1.0,Premium,E,SI1,59.7,57.0,5322,6.56,6.48,3.89
0.33,Ideal,E,VVS2,60.7,55.0,898,4.49,4.5,2.73
0.71,Good,I,SI1,60.0,64.0,1651,5.71,5.79,3.45
1.61,Ideal,E,SI2,61.3,59.0,11220,7.47,7.57,4.61
0.7,Premium,F,VS2,62.5,56.0,2648,5.67,5.63,3.53
1.52,Fair,H,I1,69.7,55.0,4648,6.92,6.89,4.81
0.96,Fair,F,SI2,66.3,62.0,2759,6.27,5.95,4.07
0.72,Very Good,H,VS2,62.9,58.0,2396,5.7,5.75,3.6
0.27,Very Good,F,VVS1,61.8,55.0,604,4.13,4.16,2.56
0.91,Very Good,E,SI1,61.9,61.0,4031,6.11,6.14,3.79
2.03,Very Good,E,SI2,58.8,59.0,18115,8.23,8.28,4.85
1.31,Good,G,SI2,63.8,56.0,4864,7.03,6.89,4.44
0.92,Very Good,G,SI2,62.4,60.0,3713,6.18,6.22,3.87
1.02,Good,G,SI1,63.6,58.0,5055,6.39,6.34,4.05
1.09,Very Good,G,VS1,60.0,57.0,7281,6.68,6.71,4.02
0.6,Premium,F,VVS2,61.3,59.0,2350,5.45,5.41,3.33
1.74,Very Good,G,VS2,62.9,57.0,16169,7.64,7.68,4.82
0.32,Ideal,E,VS2,61.3,57.0,900,4.45,4.42,2.72
1.26,Very Good,H,SI1,62.5,56.0,7477,6.88,6.93,4.31
1.04,Ideal,G,VS1,62.3,56.0,7457,6.45,6.49,4.03
0.9,Premium,E,SI1,62.8,58.0,4677,6.13,6.09,3.84
0.51,Premium,D,SI1,61.0,60.0,1687,5.18,5.15,3.15
1.83,Very Good,I,VS1,61.9,57.0,13587,7.85,7.91,4.88
0.7,Good,I,VS1,63.2,55.0,2274,5.58,5.63,3.54
1.01,Premium,H,VS2,62.4,58.0,4769,6.42,6.36,3.99
1.51,Very Good,G,SI1,59.6,60.0,11029,7.43,7.47,4.44
1.01,Good,G,VS2,63.6,60.0,5599,6.3,6.35,4.02
0.4,Very Good,F,VS1,60.4,58.0,868,4.75,4.79,2.88
1.22,Ideal,I,SI1,62.6,57.0,5807,6.8,6.77,4.25
0.9,Premium,E,SI2,61.3,60.0,3662,6.17,6.23,3.8
0.7,Ideal,E,SI2,62.3,58.0,2436,5.66,5.7,3.54
0.31,Premium,I,VVS2,61.6,59.0,698,4.33,4.31,2.66
1.5,Premium,E,I1,61.5,58.0,4032,7.38,7.2,4.5
0.71,Good,I,VS2,64.0,59.0,1748,5.55,5.61,3.57
1.28,Ideal,E,VS1,61.7,57.0,11419,6.93,6.97,4.29
1.06,Ideal,H,SI2,61.7,60.0,4547,6.53,6.51,4.02
0.7,Premium,I,VS2,63.0,60.0,1966,5.62,5.59,3.53
0.32,Ideal,D,VVS2,61.6,54.0,809,4.41,4.46,2.73
2.0,Very Good,G,SI1,62.5,58.0,18186,7.98,8.04,5.01
0.52,Ideal,E,SI1,60.8,55.0,1737,5.2,5.24,3.18
1.01,Very Good,E,VS2,59.3,59.0,5760,6.5,6.56,3.87
0.31,Premium,H,SI1,62.3,55.0,573,4.36,4.34,2.71
1.01,Premium,G,IF,61.3,58.0,7220,6.4,6.48,3.95
0.3,Ideal,E,VS2,62.1,55.0,844,4.33,4.3,2.68
1.04,Very Good,F,VS1,63.0,56.0,7207,6.45,6.5,4.08
1.0,Good,I,SI1,58.0,58.0,4273,6.56,6.62,3.82
1.53,Ideal,G,VVS2,61.0,55.0,15505,7.5,7.44,4.56
1.2,Ideal,F,VS2,62.6,56.0,8486,6.78,6.73,4.23
1.05,Ideal,F,SI2,60.9,56.0,4591,6.56,6.64,4.02
2.01,Very Good,J,VS2,62.1,60.0,12683,7.88,8.0,4.93
0.56,Very Good,G,VS2,62.5,57.0,1580,5.25,5.28,3.29
1.5,Fair,E,SI2,64.8,55.0,6922,7.26,7.15,4.67
1.01,Fair,D,SI1,63.5,58.0,4751,6.35,6.25,4.0
0.28,Very Good,H,VS2,61.6,57.0,429,4.22,4.25,2.61
0.58,Very Good,G,VVS2,62.1,58.0,1872,5.35,5.4,3.34
0.3,Very Good,J,VS1,63.4,55.0,506,4.3,4.25,2.71
0.34,Very Good,D,VS1,59.8,57.0,725,4.54,4.59,2.73
1.03,Ideal,G,VS1,61.2,57.0,7391,6.5,6.54,3.99
0.7,Ideal,H,SI1,61.7,57.0,2375,5.7,5.68,3.51
1.3,Premium,J,VS1,61.6,56.0,6334,7.06,7.0,4.33
1.02,Fair,J,SI1,66.8,55.0,3027,6.25,6.18,4.15
0.51,Very Good,D,VS2,63.5,56.0,1793,5.1,5.07,3.23
1.16,Ideal,E,SI2,59.9,57.0,5001,6.8,6.82,4.08
1.07,Premium,G,SI2,59.8,60.0,4201,6.65,6.7,3.99
1.0,Premium,H,SI2,61.0,57.0,4032,6.51,6.4,3.94
0.3,Very Good,D,SI1,62.2,58.0,552,4.28,4.31,2.67
0.3,Premium,E,VS2,62.3,58.0,658,4.28,4.32,2.68
1.21,Premium,H,SI1,61.8,58.0,6180,6.83,6.79,4.21
0.71,Ideal,F,VS2,62.3,57.0,2930,5.69,5.74,3.56
0.5,Premium,D,SI1,61.2,60.0,1654,5.14,5.09,3.13
2.0,Very Good,F,SI1,63.3,56.0,15851,8.0,7.93,5.04
1.5,Very Good,H,SI2,63.1,57.0,7495,7.16,7.27,4.55
0.52,Very Good,F,VS2,60.7,59.0,1600,5.14,5.18,3.13
1.57,Ideal,G,SI2,62.0,56.0,8643,7.44,7.47,4.62
0.43,Ideal,G,SI1,61.5,57.0,790,4.84,4.87,2.98
1.0,Very Good,I,VS1,63.3,55.0,4516,6.39,6.34,4.03
1.0,Very Good,F,VVS1,63.0,56.0,8008,6.32,6.37,4.0
0.91,Good,G,SI1,63.5,61.0,3776,6.05,6.1,3.86
0.34,Premium,I,SI1,61.7,56.0,589,4.54,4.51,2.79
0.37,Premium,E,VS2,61.5,58.0,811,4.61,4.66,2.85
1.01,Good,F,SI1,58.8,64.0,4989,6.58,6.51,3.85
0.83,Very Good,H,VS2,59.4,59.0,3276,6.08,6.11,3.62
1.52,Very Good,I,SI1,63.7,58.0,8794,7.23,7.3,4.63
0.7,Fair,G,SI2,65.2,56.0,2117,5.63,5.54,3.64
0.58,Ideal,F,VS2,60.6,55.0,1798,5.4,5.43,3.28
0.37,Very Good,E,VS1,62.8,55.0,818,4.61,4.63,2.9
0.3,Ideal,D,VS2,62.3,56.0,790,4.31,4.29,2.68
1.01,Very Good,H,VS1,60.9,55.0,5687,6.53,6.57,3.99
1.01,Very Good,E,VS2,61.7,56.0,5777,6.41,6.45,3.97
1.4,Good,H,SI2,62.5,57.0,6996,7.07,7.11,4.43
0.79,Very Good,D,SI2,62.8,57.0,2904,5.85,5.9,3.69
1.51,Very Good,H,VS1,61.5,54.0,10045,7.34,7.42,4.54
0.31,Very Good,E,SI1,63.0,58.0,507,4.29,4.31,2.71
0.4,Ideal,E,SI1,62.2,54.0,673,4.74,4.78,2.96
0.71,Premium,H,SI2,62.7,57.0,2231,5.71,5.64,3.56
0.36,Ideal,E,VVS2,62.1,56.0,873,4.53,4.58,2.83
0.79,Ideal,E,VS2,59.3,57.0,3318,6.06,6.02,3.58
0.9,Ideal,H,VS1,60.9,56.0,5013,6.25,6.27,3.81
1.17,Ideal,F,SI1,63.0,54.0,5032,6.71,6.66,4.21
0.74,Premium,H,VS2,59.9,57.0,2485,5.91,5.87,3.53
0.4,Good,H,VVS2,63.2,55.0,877,4.7,4.73,2.98
0.57,Ideal,G,SI1,62.1,55.0,1441,5.32,5.34,3.31
0.43,Ideal,I,IF,62.0,55.0,1056,4.83,4.85,3.0
0.42,Ideal,F,VS1,61.4,57.0,1031,4.78,4.83,2.95
0.92,Ideal,E,SI2,62.1,53.0,4011,6.22,6.25,3.87
0.26,Very Good,E,VVS1,62.9,61.0,547,4.01,4.06,2.54
0.31,Ideal,H,VS1,61.7,57.0,698,4.38,4.34,2.69
1.01,Good,G,SI1,63.8,56.0,4504,6.32,6.37,4.05
1.32,Very Good,G,SI2,62.9,57.0,6294,6.94,6.98,4.38
0.29,Ideal,E,VVS2,61.9,56.0,815,4.22,4.24,2.62
0.31,Ideal,I,SI2,61.0,56.0,379,4.39,4.43,2.69
0.54,Ideal,G,VS2,60.4,57.0,1637,5.33,5.26,3.2
1.17,Ideal,F,SI1,62.2,56.0,5944,6.73,6.71,4.18
0.33,Ideal,F,VVS1,61.7,54.0,893,4.46,4.49,2.76
0.32,Ideal,F,VVS1,61.4,56.0,990,4.42,4.38,2.7
0.7,Very Good,E,VS1,63.8,57.0,3177,5.61,5.65,3.59
0.45,Ideal,G,VS1,62.8,58.0,1055,4.83,4.88,3.05
1.28,Ideal,H,VS2,62.3,56.0,7098,6.97,6.89,4.32
0.41,Good,E,VS1,63.9,53.0,1166,4.75,4.7,3.02
0.31,Ideal,H,VS2,62.4,55.0,489,4.33,4.36,2.71
0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
0.34,Ideal,E,VVS1,61.9,56.0,1084,4.51,4.47,2.78
1.61,Ideal,H,VS2,61.8,56.0,13873,7.48,7.52,4.63
0.52,Ideal,E,VS2,61.5,56.0,1760,5.16,5.18,3.18
0.71,Ideal,I,VVS1,62.4,55.0,2559,5.69,5.76,3.57
0.71,Very Good,J,VS1,64.1,58.0,1993,5.61,5.65,3.61
0.88,Ideal,F,SI2,62.2,56.0,3619,6.11,6.17,3.82
0.7,Very Good,F,VVS2,61.6,63.0,3275,5.65,5.69,3.49
1.26,Ideal,G,VVS1,62.1,57.0,10720,6.91,7.01,4.32
1.63,Ideal,I,VS2,61.9,54.3,11019,7.54,7.58,4.68
2.28,Premium,H,SI2,62.1,59.0,17892,8.4,8.44,5.23
0.53,Good,F,SI1,63.8,56.0,1268,5.13,5.16,3.28
0.52,Premium,G,VS1,62.4,59.0,1815,5.16,5.13,3.21
0.31,Ideal,E,VS1,61.2,55.0,722,4.4,4.43,2.7
0.41,Ideal,G,VS2,62.1,57.0,827,4.72,4.78,2.95
1.3,Ideal,I,VS1,62.1,57.0,6931,7.04,6.98,4.35
1.2,Ideal,G,VS1,62.0,57.0,8701,6.81,6.78,4.21
0.57,Ideal,G,VS1,62.1,56.0,1868,5.31,5.34,3.3
0.9,Good,E,SI2,63.4,62.0,3139,6.0,6.02,3.81
1.22,Ideal,G,VS2,62.0,55.0,7783,6.83,6.87,4.25
0.55,Ideal,E,VVS2,61.1,57.0,2664,5.3,5.33,3.24
1.36,Premium,E,SI2,61.1,58.0,7677,7.21,7.13,4.38
0.75,Fair,D,SI2,64.6,57.0,2848,5.74,5.72,3.7
0.6,Very Good,G,SI1,63.1,57.0,1565,5.32,5.41,3.39
0.73,Ideal,G,SI2,61.8,56.0,2585,5.76,5.83,3.58
0.4,Ideal,E,VS2,62.9,55.0,975,4.74,4.73,2.98
1.13,Ideal,G,VVS2,61.6,57.0,10396,6.66,6.75,4.13
1.2,Ideal,I,VS2,62.6,57.0,4844,6.74,6.67,4.2
0.57,Premium,H,VS1,61.7,58.0,1613,5.33,5.3,3.28
1.39,Ideal,F,SI2,62.2,56.0,5021,7.2,7.15,4.46
0.92,Very Good,D,SI2,62.5,59.0,3613,6.2,6.24,3.89
1.01,Very Good,E,VS2,62.7,57.0,6666,6.31,6.36,3.97
0.4,Ideal,D,VVS2,61.9,56.0,1323,4.76,4.74,2.94
0.23,Good,F,VS1,63.2,58.0,376,3.86,3.89,2.45
0.54,Premium,D,SI1,62.3,60.0,1595,5.18,5.22,3.24
0.54,Ideal,D,VS2,61.1,57.0,1993,5.29,5.19,3.2
0.45,Ideal,H,SI1,61.3,55.0,790,4.96,4.99,3.05
0.32,Premium,E,IF,61.6,58.0,1095,4.38,4.39,2.7
2.01,Very Good,I,VS2,62.5,61.0,15675,7.97,8.03,5.0
0.26,Very Good,E,VS2,60.4,58.0,452,4.15,4.19,2.52
0.29,Ideal,E,VS1,61.2,56.0,619,4.27,4.29,2.61
1.69,Very Good,I,SI1,61.8,60.0,10497,7.58,7.61,4.69
0.72,Premium,E,SI1,62.8,52.0,2333,5.78,5.72,3.61
1.1,Ideal,G,SI1,61.9,55.0,5545,6.62,6.66,4.11
1.02,Premium,F,SI2,63.0,58.0,4398,6.43,6.37,4.03
0.32,Premium,G,VS2,62.4,59.0,720,4.36,4.33,2.71
0.77,Very Good,H,SI2,63.6,58.0,2129,5.77,5.81,3.68
0.42,Ideal,F,VVS2,61.1,57.0,1221,4.84,4.82,2.95
0.52,Very Good,G,VVS1,60.9,56.0,1913,5.18,5.24,3.17
0.31,Ideal,G,VVS2,62.4,56.0,707,4.33,4.36,2.71
0.58,Good,E,VS2,63.1,56.0,1758,5.26,5.33,3.34
0.5,Good,D,SI1,62.9,59.0,1436,4.94,5.01,3.13
0.67,Fair,F,SI1,56.0,67.0,1642,5.81,5.78,3.25
0.3,Ideal,H,VVS2,61.7,54.2,631,4.32,4.35,2.67
0.31,Ideal,D,VS2,62.6,56.0,734,4.33,4.36,2.72
0.91,Ideal,F,SI1,62.0,57.0,4801,6.22,6.24,3.86
1.0,Very Good,F,VS2,62.7,56.0,5759,6.29,6.34,3.96
0.57,Ideal,G,VS1,61.4,55.0,1972,5.34,5.38,3.29
1.01,Very Good,E,SI2,61.5,56.0,4666,6.45,6.47,3.97
0.58,Ideal,D,VVS1,62.1,55.0,3732,5.33,5.37,3.32
1.24,Ideal,H,VVS1,61.9,55.0,8693,6.85,6.91,4.27
1.21,Fair,H,VS2,64.5,56.0,5041,6.7,6.66,4.31
0.54,Ideal,J,SI2,61.3,58.0,978,5.24,5.27,3.22
0.3,Good,E,VVS1,57.8,60.0,763,4.45,4.48,2.58
1.09,Good,D,IF,58.7,61.0,16406,6.75,6.85,3.99
0.87,Premium,J,SI1,61.4,57.0,2321,6.17,6.14,3.78
1.17,Ideal,H,SI2,62.4,53.0,5423,6.74,6.76,4.21
0.31,Ideal,G,VS2,62.2,54.0,562,4.34,4.38,2.71
0.9,Very Good,F,SI1,63.1,58.0,3881,6.18,6.12,3.88
0.91,Fair,D,SI1,64.4,60.0,3855,6.08,6.04,3.9
0.52,Ideal,G,VS1,62.7,56.0,1815,5.16,5.14,3.23
0.51,Premium,E,VS2,61.9,59.0,1656,5.06,5.11,3.15
0.65,Premium,D,SI1,60.5,58.0,2134,5.61,5.57,3.38
0.33,Ideal,G,VVS2,62.3,56.0,713,4.43,4.47,2.77
0.4,Ideal,D,VS2,61.3,56.0,982,4.74,4.79,2.92
0.41,Ideal,E,SI2,60.7,57.0,683,4.81,4.85,2.93
0.6,Ideal,E,SI1,61.5,56.0,1738,5.39,5.51,3.35
1.54,Premium,H,VS2,62.1,62.0,11632,7.38,7.31,4.56
0.81,Ideal,F,IF,61.5,55.0,6338,5.98,6.05,3.7
0.9,Very Good,D,SI2,63.2,57.0,3818,6.08,6.1,3.85
0.32,Ideal,G,VVS2,61.6,55.0,730,4.41,4.42,2.72
0.55,Ideal,F,VVS2,62.0,55.0,2268,5.26,5.29,3.27
0.75,Ideal,E,SI1,61.4,55.0,3049,5.8,5.86,3.58
1.02,Very Good,F,SI1,63.2,59.0,5398,6.38,6.35,4.02
1.5,Ideal,F,VS2,61.4,55.0,14242,7.35,7.44,4.54
0.6,Ideal,D,VS2,62.8,57.0,2061,5.37,5.39,3.38
1.45,Premium,H,VS1,60.6,60.0,8550,7.27,7.16,4.37
0.3,Good,H,VS2,63.5,54.0,473,4.27,4.3,2.72
0.56,Ideal,H,VS1,62.8,56.0,1698,5.28,5.23,3.3
1.53,Premium,G,VS2,59.4,59.0,13077,7.55,7.51,4.47
0.3,Premium,F,IF,61.6,58.0,1085,4.34,4.3,2.66
0.48,Fair,E,VS2,64.9,54.0,1215,4.94,4.92,3.2
1.5,Good,G,SI2,57.9,61.0,8144,7.47,7.51,4.34
0.71,Ideal,F,VS1,61.7,55.0,3041,5.73,5.77,3.55
0.32,Very Good,H,VVS2,62.1,58.0,645,4.34,4.39,2.71
1.5,Very Good,H,SI2,63.3,57.0,6770,7.27,7.21,4.59
0.4,Ideal,E,VVS2,61.1,57.0,895,4.77,4.79,2.92
1.23,Very Good,H,VS2,60.2,63.0,7177,6.95,6.91,4.17
1.52,Premium,G,VS1,61.2,60.0,14424,7.4,7.37,4.52
1.04,Premium,F,SI1,61.5,59.0,5504,6.54,6.46,4.0
0.32,Premium,H,VVS1,61.4,58.0,936,4.42,4.37,2.7
0.64,Premium,F,SI1,61.2,58.0,1816,5.6,5.54,3.41
0.91,Very Good,F,VS1,63.1,59.0,4423,6.19,6.14,3.89
0.3,Premium,H,VS2,62.6,58.0,608,4.28,4.22,2.66
2.26,Very Good,H,SI2,63.3,59.0,13923,8.35,8.26,5.25
1.34,Premium,H,VS2,62.3,60.0,7816,7.05,7.02,4.38
0.74,Good,E,VS2,63.5,56.0,3163,5.75,5.8,3.67
0.4,Good,G,VS1,59.6,61.0,952,4.82,4.85,2.88
0.3,Ideal,H,VVS2,62.6,55.0,776,4.28,4.25,2.67
0.52,Very Good,H,SI1,63.1,57.0,1219,5.14,5.09,3.23
0.53,Premium,H,VS2,59.4,59.0,1428,5.31,5.27,3.14
0.41,Ideal,E,VVS1,61.3,56.0,1431,4.81,4.79,2.94
1.62,Good,J,SI2,64.2,62.0,6223,7.41,7.33,4.73
0.8,Premium,G,VS2,59.6,59.0,3136,6.09,6.0,3.6
2.1,Premium,F,SI2,62.1,59.0,16357,8.16,8.18,5.07
0.52,Ideal,F,VVS1,61.3,55.0,2778,5.19,5.22,3.19
1.01,Premium,G,VVS2,62.4,59.0,7466,6.37,6.32,3.96
1.52,Very Good,D,SI2,61.2,63.0,8868,7.31,7.39,4.5
0.3,Ideal,E,SI1,61.7,55.0,640,4.33,4.36,2.68
0.3,Very Good,H,SI1,62.6,58.0,421,4.22,4.28,2.66
0.38,Premium,D,VS1,61.9,60.0,1067,4.62,4.66,2.87
0.26,Ideal,E,VVS2,62.0,56.0,769,4.13,4.1,2.55
1.54,Premium,F,VS2,62.8,58.0,14188,7.33,7.29,4.59
0.32,Good,E,SI1,63.1,56.0,561,4.36,4.39,2.76
0.57,Ideal,F,SI1,61.6,56.0,1299,5.33,5.36,3.29
0.34,Very Good,F,VS1,61.1,57.0,739,4.51,4.54,2.76
0.4,Ideal,F,SI1,62.0,54.0,694,4.76,4.79,2.96
1.01,Ideal,G,IF,62.8,57.0,8778,6.42,6.39,4.02
1.2,Good,I,SI1,63.9,56.0,5211,6.62,6.69,4.25
0.36,Ideal,E,VS1,61.8,55.0,835,4.58,4.61,2.84
0.33,Premium,E,SI1,60.9,58.0,579,4.46,4.5,2.73
1.07,Ideal,H,SI1,61.5,56.0,5065,6.6,6.66,4.08
0.38,Premium,G,VS2,59.2,60.0,983,4.73,4.7,2.79
0.31,Good,D,SI1,63.8,57.0,684,4.33,4.29,2.75
1.06,Premium,G,SI1,59.6,58.0,4903,6.73,6.67,3.99
0.43,Ideal,H,VVS2,61.3,56.0,1008,4.9,4.86,2.99
0.31,Ideal,G,VVS1,61.8,55.0,743,4.35,4.39,2.7
0.41,Premium,E,VS1,60.1,58.0,1079,4.81,4.84,2.9
0.91,Premium,D,SI1,61.5,59.0,4165,6.25,6.18,3.82
1.02,Good,G,VS2,63.8,59.0,6080,6.34,6.27,4.02
2.04,Very Good,J,SI2,61.7,57.0,11276,8.1,8.13,5.01
1.7,Premium,H,VS2,60.6,58.0,10333,7.72,7.65,4.66
0.31,Premium,E,SI1,59.1,59.0,698,4.44,4.42,2.62
0.9,Very Good,H,VS1,63.2,59.0,4324,6.08,6.11,3.85
0.71,Ideal,E,VS2,61.1,56.0,3342,5.77,5.79,3.53
2.11,Premium,G,SI2,62.2,58.0,13598,8.19,8.23,5.11
0.4,Very Good,H,VVS1,62.3,55.0,1139,4.73,4.77,2.95
1.01,Premium,F,VS2,61.2,57.5,7277,6.43,6.45,3.94
1.37,Very Good,G,SI2,63.4,61.0,6781,6.95,7.03,4.43
0.31,Ideal,F,VS2,60.8,57.0,625,4.36,4.39,2.66
0.36,Ideal,E,SI1,62.9,56.0,810,4.57,4.52,2.86
1.21,Good,J,SI2,60.4,56.0,4559,6.84,6.93,4.16
1.02,Ideal,H,SI1,61.2,56.0,5257,6.49,6.51,3.98
2.05,Premium,G,SI2,62.1,56.0,12857,8.18,8.1,5.04
0.7,Very Good,D,SI1,63.7,59.0,2210,5.59,5.65,3.58
0.4,Very Good,D,VVS2,62.6,55.0,1168,4.7,4.72,2.95
1.52,Very Good,J,VS2,62.6,58.0,7467,7.28,7.31,4.57
0.8,Ideal,F,SI2,62.4,57.0,2529,5.92,5.97,3.71
1.1,Ideal,G,VS1,61.3,54.0,6535,6.69,6.65,4.09
1.6,Premium,G,VS2,61.6,60.0,13942,7.55,7.49,4.63
0.33,Premium,I,SI1,61.3,59.0,572,4.51,4.46,2.75
1.0,Good,I,VS1,63.9,56.0,4581,6.37,6.18,4.01
0.34,Ideal,D,SI1,61.5,53.0,626,4.51,4.53,2.78
1.62,Very Good,J,SI2,61.6,60.0,7072,7.52,7.64,4.67
0.54,Ideal,F,SI2,62.0,54.0,1098,5.23,5.28,3.26
0.81,Ideal,F,SI2,62.9,57.0,2726,5.97,5.93,3.74
1.77,Premium,E,VS2,61.6,58.0,15278,7.78,7.71,4.77
0.33,Ideal,E,SI1,62.0,54.0,743,4.43,4.41,2.74
1.0,Very Good,F,VVS2,61.1,55.0,8227,6.49,6.51,3.97
0.52,Premium,G,VVS1,59.2,58.0,2153,5.31,5.28,3.14
0.59,Ideal,F,VS1,61.1,56.0,2140,5.43,5.47,3.33
1.7,Premium,E,SI1,58.2,62.0,10860,7.86,7.81,4.56
0.65,Good,I,VS1,61.1,61.7,1744,5.55,5.59,3.4
0.6,Premium,G,SI2,60.8,58.0,1433,5.49,5.44,3.32
0.32,Very Good,F,VVS1,62.8,60.0,834,4.32,4.34,2.72
0.59,Very Good,I,VS2,61.2,57.0,1445,5.4,5.42,3.31
1.0,Very Good,F,VS1,61.9,58.0,7450,6.34,6.37,3.94
1.55,Ideal,D,SI2,61.1,56.0,10275,7.45,7.48,4.56
0.74,Ideal,G,SI1,60.6,55.0,3130,5.87,5.93,3.57
0.34,Ideal,H,IF,61.7,56.0,863,4.5,4.51,2.78
1.23,Very Good,G,VVS1,61.2,55.8,11081,6.9,6.94,4.23
1.1,Ideal,E,SI1,61.3,56.0,6743,6.65,6.7,4.09
0.7,Very Good,D,SI1,61.0,59.0,2409,5.67,5.7,3.47
0.28,Ideal,E,VVS2,62.1,56.0,646,4.19,4.21,2.61
0.9,Very Good,H,SI1,61.0,59.0,3447,6.11,6.16,3.74
0.31,Ideal,F,VS2,61.9,55.0,757,4.37,4.39,2.71
0.57,Premium,F,VS2,60.3,58.0,1847,5.44,5.4,3.27
0.4,Ideal,I,IF,62.2,56.0,1050,4.75,4.71,2.94
0.27,Very Good,E,VVS2,61.7,58.0,620,4.12,4.15,2.55
2.05,Very Good,H,SI1,62.5,57.0,17811,8.09,8.07,5.05
0.52,Ideal,J,SI1,61.4,56.4,896,5.15,5.17,3.17
1.21,Ideal,H,VS2,63.0,57.0,6134,6.73,6.7,4.23
0.3,Ideal,E,VVS2,62.8,55.0,731,4.28,4.32,2.7
0.4,Ideal,E,VS1,60.1,57.0,931,4.77,4.82,2.88
0.3,Very Good,G,VS1,62.9,57.0,605,4.28,4.31,2.7
0.4,Ideal,E,SI1,62.7,57.0,737,4.69,4.72,2.95
1.12,Ideal,G,VS1,62.2,56.0,7827,6.71,6.67,4.16
0.48,Good,F,VS1,59.0,60.9,1402,5.09,5.15,3.02
0.26,Very Good,E,VVS2,63.0,58.0,597,4.0,4.03,2.53
1.51,Ideal,G,VS2,62.1,55.0,13532,7.33,7.38,4.57
0.55,Premium,D,SI1,60.5,60.0,1698,5.3,5.27,3.2
0.31,Very Good,H,VS1,63.2,57.0,698,4.32,4.29,2.72
0.31,Ideal,G,VVS1,61.6,56.0,1046,4.39,4.35,2.69
0.3,Good,D,VVS2,61.6,63.0,719,4.23,4.27,2.62
1.06,Ideal,E,SI1,61.8,56.0,6114,6.59,6.52,4.05
1.5,Good,G,VS2,63.7,57.0,10669,7.29,7.25,4.63
1.35,Ideal,G,VS1,61.5,56.0,10378,7.15,7.12,4.39
0.35,Premium,E,VS2,61.6,58.0,984,4.57,4.52,2.8
0.75,Premium,H,VS1,61.9,61.0,2961,5.85,5.82,3.61
1.2,Good,G,VS2,64.0,59.0,6720,6.8,6.63,4.3
0.57,Ideal,H,VS2,61.6,57.0,1655,5.35,5.37,3.3
0.38,Premium,G,VS2,59.9,58.0,983,4.77,4.72,2.84
0.73,Ideal,I,VVS1,61.7,57.0,2561,5.83,5.78,3.58
0.7,Fair,G,SI1,68.4,58.0,1915,5.59,5.55,3.61
0.41,Ideal,G,VS2,61.4,59.0,1042,4.78,4.76,2.93
1.1,Premium,H,SI2,62.6,57.0,4435,6.6,6.56,4.12
0.26,Very Good,E,VVS2,60.9,58.0,584,4.13,4.15,2.52
0.56,Premium,J,VS2,60.9,60.0,1232,5.33,5.27,3.23
0.91,Very Good,F,VS2,63.4,55.0,4434,6.22,6.18,3.93
0.38,Ideal,D,VS1,62.2,57.0,1140,4.66,4.63,2.89
1.25,Premium,H,SI2,62.2,60.0,6230,6.83,6.8,4.24
0.4,Very Good,D,VVS2,59.4,61.0,977,4.77,4.82,2.85
0.78,Premium,D,SI1,60.9,55.0,3145,6.0,5.93,3.63
1.32,Premium,I,SI1,62.2,58.0,6171,6.99,7.04,4.36
0.57,Ideal,F,VS2,61.3,57.0,1612,5.35,5.39,3.29
1.31,Ideal,I,SI2,61.0,59.0,5820,7.05,7.01,4.29
0.33,Very Good,G,VS1,60.1,61.0,666,4.44,4.48,2.68
0.54,Ideal,I,SI1,60.0,59.0,1170,5.29,5.31,3.18
1.0,Good,H,VS2,63.7,59.0,4861,6.3,6.26,4.0
1.2,Premium,I,SI1,62.6,59.0,5712,6.85,6.79,4.27
0.31,Ideal,D,VS2,60.7,56.0,942,4.38,4.35,2.65
1.71,Very Good,I,VS2,62.8,59.0,11850,7.52,7.58,4.74
0.27,Very Good,E,VS1,60.2,58.0,470,4.19,4.22,2.53
0.7,Ideal,H,SI2,61.6,54.0,2110,5.71,5.75,3.53
0.71,Very Good,E,VS2,61.6,56.0,2630,5.74,5.81,3.56
0.61,Ideal,I,VS2,62.0,57.0,1627,5.43,5.46,3.37
1.16,Premium,F,SI2,62.1,59.0,5072,6.71,6.76,4.18
1.38,Ideal,G,SI2,61.4,55.0,7094,7.2,7.17,4.41
2.1,Very Good,H,SI2,63.3,57.0,13790,8.2,8.08,5.15
0.53,Ideal,F,VS1,61.7,56.0,1630,5.2,5.22,3.21
0.43,Ideal,H,SI1,61.9,55.0,783,4.84,4.88,3.01
